Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,IC50
CHEMBL3988683,,0,273.4,0,3.48,DDD01715011,Cc1nc(N2CCCC2)c2c3c(sc2n1)CCCC3,PXC50,'<',4.0,,,,,,,,,,False,CHEMBL3988444,Leishmania donovani Methionine tRNA synthetase (LdMetRS):v7. Dose response assay,F,BAO_0000019,assay format,Leishmania donovani,None,None,None,None,CHEMBL4105741,"Methionyl-tRNA synthetase, putative",Leishmania donovani (strain BPK282A1),SINGLE PROTEIN,CHEMBL3988442,33,Gates Library compound collection,,,None,0.4459670514174942
CHEMBL1721827,,0,370.52,0,3.18,DDD01054038,Cc1nc(N2CCN(C(=O)C3CC3)CC2)c2c3c(sc2n1)CC(C)CC3,PXC50,'<',4.0,,,,,,,,,,False,CHEMBL3988444,Leishmania donovani Methionine tRNA synthetase (LdMetRS):v7. Dose response assay,F,BAO_0000019,assay format,Leishmania donovani,None,None,None,None,CHEMBL4105741,"Methionyl-tRNA synthetase, putative",Leishmania donovani (strain BPK282A1),SINGLE PROTEIN,CHEMBL3988442,33,Gates Library compound collection,,,None,0.4459670514174942
CHEMBL3989253,,0,373.5,0,4.07,DDD01278628,Cc1nc(N2CCC3(CC2)OCCO3)c2c(-c3cccs3)csc2n1,PXC50,'<',4.0,,,,,,,,,,False,CHEMBL3988444,Leishmania donovani Methionine tRNA synthetase (LdMetRS):v7. Dose response assay,F,BAO_0000019,assay format,Leishmania donovani,None,None,None,None,CHEMBL4105741,"Methionyl-tRNA synthetase, putative",Leishmania donovani (strain BPK282A1),SINGLE PROTEIN,CHEMBL3988442,33,Gates Library compound collection,,,None,0.4459670514174942
CHEMBL3444466,,0,338.46,0,2.36,DDD01036213,O=C(NC1CC1)c1ccc2ccc(N3CCN(CC4CC4)CC3)n2c1,PXC50,'=',4.182,,,,,,,,,,False,CHEMBL3988444,Leishmania donovani Methionine tRNA synthetase (LdMetRS):v7. Dose response assay,F,BAO_0000019,assay format,Leishmania donovani,None,None,None,None,CHEMBL4105741,"Methionyl-tRNA synthetase, putative",Leishmania donovani (strain BPK282A1),SINGLE PROTEIN,CHEMBL3988442,33,Gates Library compound collection,,,None,0.4014718115309428
CHEMBL3988687,,0,352.47,0,2.61,DDD01278179,Cc1nc(N2CCN(c3ncccn3)CC2)c2c3c(sc2n1)CCC3,PXC50,'<',4.0,,,,,,,,,,False,CHEMBL3988444,Leishmania donovani Methionine tRNA synthetase (LdMetRS):v7. Dose response assay,F,BAO_0000019,assay format,Leishmania donovani,None,None,None,None,CHEMBL4105741,"Methionyl-tRNA synthetase, putative",Leishmania donovani (strain BPK282A1),SINGLE PROTEIN,CHEMBL3988442,33,Gates Library compound collection,,,None,0.4459670514174942
CHEMBL3988933,,0,360.32,0,1.59,DDD01715003,NC(=O)c1cc(Nc2ncccc2S(N)(=O)=O)cc(C(F)(F)F)c1,PXC50,'<',4.0,,,,,,,,,,False,CHEMBL3988444,Leishmania donovani Methionine tRNA synthetase (LdMetRS):v7. Dose response assay,F,BAO_0000019,assay format,Leishmania donovani,None,None,None,None,CHEMBL4105741,"Methionyl-tRNA synthetase, putative",Leishmania donovani (strain BPK282A1),SINGLE PROTEIN,CHEMBL3988442,33,Gates Library compound collection,,,None,0.4459670514174942
CHEMBL3988780,,0,284.24,0,2.04,DDD01715026,OCCNc1nc(Nc2ccc(F)c(F)c2)ncc1F,PXC50,'=',4.495,,,,,,,,,,False,CHEMBL3988444,Leishmania donovani Methionine tRNA synthetase (LdMetRS):v7. Dose response assay,F,BAO_0000019,assay format,Leishmania donovani,None,None,None,None,CHEMBL4105741,"Methionyl-tRNA synthetase, putative",Leishmania donovani (strain BPK282A1),SINGLE PROTEIN,CHEMBL3988442,33,Gates Library compound collection,,,None,0.3292957446138012
CHEMBL3486634,,0,333.44,0,2.57,DDD01257998,N#CC1CCCN(c2nc(-c3ccccc3)nc3c2CCNCC3)C1,PXC50,'<',4.0,,,,,,,,,,False,CHEMBL3988444,Leishmania donovani Methionine tRNA synthetase (LdMetRS):v7. Dose response assay,F,BAO_0000019,assay format,Leishmania donovani,None,None,None,None,CHEMBL4105741,"Methionyl-tRNA synthetase, putative",Leishmania donovani (strain BPK282A1),SINGLE PROTEIN,CHEMBL3988442,33,Gates Library compound collection,,,None,0.4459670514174942
CHEMBL2131565,,0,220.28,0,0.50,DDD01714208,CN(C)c1nc(N(C)C)c2cnn(C)c2n1,PXC50,'<',4.0,,,,,,,,,,False,CHEMBL3988444,Leishmania donovani Methionine tRNA synthetase (LdMetRS):v7. Dose response assay,F,BAO_0000019,assay format,Leishmania donovani,None,None,None,None,CHEMBL4105741,"Methionyl-tRNA synthetase, putative",Leishmania donovani (strain BPK282A1),SINGLE PROTEIN,CHEMBL3988442,33,Gates Library compound collection,,,None,0.4459670514174942
CHEMBL3988847,,0,266.3,0,-0.80,DDD01712700,CN(CCO)c1nc(NCCO)c2cnn(C)c2n1,PXC50,'<',4.0,,,,,,,,,,False,CHEMBL3988444,Leishmania donovani Methionine tRNA synthetase (LdMetRS):v7. Dose response assay,F,BAO_0000019,assay format,Leishmania donovani,None,None,None,None,CHEMBL4105741,"Methionyl-tRNA synthetase, putative",Leishmania donovani (strain BPK282A1),SINGLE PROTEIN,CHEMBL3988442,33,Gates Library compound collection,,,None,0.4459670514174942
CHEMBL3493210,,0,337.43,0,2.34,DDD01300974,Cc1cnn(CC2CN(Cc3nc(C)c4ccccc4n3)CCO2)c1,PXC50,'<',4.0,,,,,,,,,,False,CHEMBL3988444,Leishmania donovani Methionine tRNA synthetase (LdMetRS):v7. Dose response assay,F,BAO_0000019,assay format,Leishmania donovani,None,None,None,None,CHEMBL4105741,"Methionyl-tRNA synthetase, putative",Leishmania donovani (strain BPK282A1),SINGLE PROTEIN,CHEMBL3988442,33,Gates Library compound collection,,,None,0.4459670514174942
CHEMBL3989080,,0,313.37,0,4.00,DDD01041196,CC1CCN(c2nc3c(c(C(F)(F)F)n2)CCCCC3)CC1,PXC50,'<',4.0,,,,,,,,,,False,CHEMBL3988444,Leishmania donovani Methionine tRNA synthetase (LdMetRS):v7. Dose response assay,F,BAO_0000019,assay format,Leishmania donovani,None,None,None,None,CHEMBL4105741,"Methionyl-tRNA synthetase, putative",Leishmania donovani (strain BPK282A1),SINGLE PROTEIN,CHEMBL3988442,33,Gates Library compound collection,,,None,0.4459670514174942
CHEMBL3989298,,0,293.39,0,3.08,DDD01285029,CCc1cc2c(NC(C(=O)O)C(C)C)nc(C)nc2s1,PXC50,'<',4.0,,,,,,,,,,False,CHEMBL3988444,Leishmania donovani Methionine tRNA synthetase (LdMetRS):v7. Dose response assay,F,BAO_0000019,assay format,Leishmania donovani,None,None,None,None,CHEMBL4105741,"Methionyl-tRNA synthetase, putative",Leishmania donovani (strain BPK282A1),SINGLE PROTEIN,CHEMBL3988442,33,Gates Library compound collection,,,None,0.4459670514174942
CHEMBL3431273,,0,304.36,0,2.99,DDD01007865,Cc1nc2c(-c3nc(-c4ccccc4N)n[nH]3)cccn2c1C,PXC50,'<',4.0,,,,,,,,,,False,CHEMBL3988444,Leishmania donovani Methionine tRNA synthetase (LdMetRS):v7. Dose response assay,F,BAO_0000019,assay format,Leishmania donovani,None,None,None,None,CHEMBL4105741,"Methionyl-tRNA synthetase, putative",Leishmania donovani (strain BPK282A1),SINGLE PROTEIN,CHEMBL3988442,33,Gates Library compound collection,,,None,0.4459670514174942
CHEMBL3988967,,0,298.27,0,2.64,DDD01714933,OCCNc1ccnc(Nc2cccc(C(F)(F)F)c2)n1,PXC50,'=',4.282,,,,,,,,,,False,CHEMBL3988444,Leishmania donovani Methionine tRNA synthetase (LdMetRS):v7. Dose response assay,F,BAO_0000019,assay format,Leishmania donovani,None,None,None,None,CHEMBL4105741,"Methionyl-tRNA synthetase, putative",Leishmania donovani (strain BPK282A1),SINGLE PROTEIN,CHEMBL3988442,33,Gates Library compound collection,,,None,0.3778412223698938
CHEMBL3989052,,0,447.56,0,0.76,DDD01712126,CC(=O)N1CCC(NC(=O)c2ccc3ccc(N4CCN(S(C)(=O)=O)CC4)n3c2)CC1,PXC50,'=',4.947,,,,,,,,,,False,CHEMBL3988444,Leishmania donovani Methionine tRNA synthetase (LdMetRS):v7. Dose response assay,F,BAO_0000019,assay format,Leishmania donovani,None,None,None,None,CHEMBL4105741,"Methionyl-tRNA synthetase, putative",Leishmania donovani (strain BPK282A1),SINGLE PROTEIN,CHEMBL3988442,33,Gates Library compound collection,,,None,0.2334800802918132
CHEMBL3989295,,0,386.55,0,4.10,DDD01273339,Cc1sc2nc(-c3cccs3)nc(N(C)CC(=O)N3CCCC3)c2c1C,PXC50,'<',4.0,,,,,,,,,,False,CHEMBL3988444,Leishmania donovani Methionine tRNA synthetase (LdMetRS):v7. Dose response assay,F,BAO_0000019,assay format,Leishmania donovani,None,None,None,None,CHEMBL4105741,"Methionyl-tRNA synthetase, putative",Leishmania donovani (strain BPK282A1),SINGLE PROTEIN,CHEMBL3988442,33,Gates Library compound collection,,,None,0.4459670514174942
CHEMBL3989238,,0,277.35,0,1.44,DDD01236956,Cc1nc(NCCN2CCNC2=O)c2ccsc2n1,PXC50,'<',4.0,,,,,,,,,,False,CHEMBL3988444,Leishmania donovani Methionine tRNA synthetase (LdMetRS):v7. Dose response assay,F,BAO_0000019,assay format,Leishmania donovani,None,None,None,None,CHEMBL4105741,"Methionyl-tRNA synthetase, putative",Leishmania donovani (strain BPK282A1),SINGLE PROTEIN,CHEMBL3988442,33,Gates Library compound collection,,,None,0.4459670514174942
CHEMBL3989264,,0,372.54,0,3.43,DDD00250363,Cc1nc(N2CCN(C(=O)C(C)C)CC2)c2c3c(sc2n1)CC(C)CC3,PXC50,'<',4.0,,,,,,,,,,False,CHEMBL3988444,Leishmania donovani Methionine tRNA synthetase (LdMetRS):v7. Dose response assay,F,BAO_0000019,assay format,Leishmania donovani,None,None,None,None,CHEMBL4105741,"Methionyl-tRNA synthetase, putative",Leishmania donovani (strain BPK282A1),SINGLE PROTEIN,CHEMBL3988442,33,Gates Library compound collection,,,None,0.4459670514174942
CHEMBL3989016,,0,344.37,0,3.38,DDD01714206,Cn1ncc2c(N3CCCCC3)nc(Nc3ccc(F)c(F)c3)nc21,PXC50,'<',4.0,,,,,,,,,,False,CHEMBL3988444,Leishmania donovani Methionine tRNA synthetase (LdMetRS):v7. Dose response assay,F,BAO_0000019,assay format,Leishmania donovani,None,None,None,None,CHEMBL4105741,"Methionyl-tRNA synthetase, putative",Leishmania donovani (strain BPK282A1),SINGLE PROTEIN,CHEMBL3988442,33,Gates Library compound collection,,,None,0.4459670514174942
CHEMBL3988954,,0,392.49,0,0.48,DDD01726833,CS(=O)(=O)N1CCN(c2cnc3ncc(C(=O)NC4CCCC4)cn23)CC1,PXC50,'<',4.0,,,,,,,,,,False,CHEMBL3988444,Leishmania donovani Methionine tRNA synthetase (LdMetRS):v7. Dose response assay,F,BAO_0000019,assay format,Leishmania donovani,None,None,None,None,CHEMBL4105741,"Methionyl-tRNA synthetase, putative",Leishmania donovani (strain BPK282A1),SINGLE PROTEIN,CHEMBL3988442,33,Gates Library compound collection,,,None,0.4459670514174942
CHEMBL3988870,,0,481.62,0,1.81,DDD01712387,CS(=O)(=O)N1CCN(c2ccc3ccc(C(=O)NCCN4CCc5ccccc5C4)cn23)CC1,PXC50,'=',4.945,,,,,,,,,,False,CHEMBL3988444,Leishmania donovani Methionine tRNA synthetase (LdMetRS):v7. Dose response assay,F,BAO_0000019,assay format,Leishmania donovani,None,None,None,None,CHEMBL4105741,"Methionyl-tRNA synthetase, putative",Leishmania donovani (strain BPK282A1),SINGLE PROTEIN,CHEMBL3988442,33,Gates Library compound collection,,,None,0.2338844474627093
CHEMBL3988822,,0,348.36,0,2.57,DDD01715447,Cn1ncc2c(NCC(C)(C)O)nc(Nc3ccc(F)c(F)c3)nc21,PXC50,'=',4.8,,,,,,,,,,False,CHEMBL3988444,Leishmania donovani Methionine tRNA synthetase (LdMetRS):v7. Dose response assay,F,BAO_0000019,assay format,Leishmania donovani,None,None,None,None,CHEMBL4105741,"Methionyl-tRNA synthetase, putative",Leishmania donovani (strain BPK282A1),SINGLE PROTEIN,CHEMBL3988442,33,Gates Library compound collection,,,None,0.2636454946235397
CHEMBL3988814,,0,304.3,0,2.82,DDD01715162,CCNc1nc(Nc2ccc(F)c(F)c2)nc2c1cnn2C,PXC50,'=',4.928,,,,,,,,,,False,CHEMBL3988444,Leishmania donovani Methionine tRNA synthetase (LdMetRS):v7. Dose response assay,F,BAO_0000019,assay format,Leishmania donovani,None,None,None,None,CHEMBL4105741,"Methionyl-tRNA synthetase, putative",Leishmania donovani (strain BPK282A1),SINGLE PROTEIN,CHEMBL3988442,33,Gates Library compound collection,,,None,0.2373281863061662
CHEMBL3484557,,0,345.52,0,2.48,DDD01255912,Cc1sc2nc(CCN)nc(N3CC(N4CCCCC4)C3)c2c1C,PXC50,'<',4.0,,,,,,,,,,False,CHEMBL3988444,Leishmania donovani Methionine tRNA synthetase (LdMetRS):v7. Dose response assay,F,BAO_0000019,assay format,Leishmania donovani,None,None,None,None,CHEMBL4105741,"Methionyl-tRNA synthetase, putative",Leishmania donovani (strain BPK282A1),SINGLE PROTEIN,CHEMBL3988442,33,Gates Library compound collection,,,None,0.4459670514174942
CHEMBL3988772,,0,390.39,0,3.14,DDD01715452,CCCCOC(=O)CNc1nc(Nc2ccc(F)c(F)c2)nc2c1cnn2C,PXC50,'<',4.0,,,,,,,,,,False,CHEMBL3988444,Leishmania donovani Methionine tRNA synthetase (LdMetRS):v7. Dose response assay,F,BAO_0000019,assay format,Leishmania donovani,None,None,None,None,CHEMBL4105741,"Methionyl-tRNA synthetase, putative",Leishmania donovani (strain BPK282A1),SINGLE PROTEIN,CHEMBL3988442,33,Gates Library compound collection,,,None,0.4459670514174942
CHEMBL3988867,,0,285.31,0,0.91,DDD01541961,Cn1ncc2c(NCCO)nc(Nc3ccncc3)nc21,PXC50,'<',4.0,,,,,,,,,,False,CHEMBL3988444,Leishmania donovani Methionine tRNA synthetase (LdMetRS):v7. Dose response assay,F,BAO_0000019,assay format,Leishmania donovani,None,None,None,None,CHEMBL4105741,"Methionyl-tRNA synthetase, putative",Leishmania donovani (strain BPK282A1),SINGLE PROTEIN,CHEMBL3988442,33,Gates Library compound collection,,,None,0.4459670514174942
CHEMBL3989213,,0,312.3,0,3.03,DDD01715025,OCCCNc1ccnc(Nc2cccc(C(F)(F)F)c2)n1,PXC50,'<',4.0,,,,,,,,,,False,CHEMBL3988444,Leishmania donovani Methionine tRNA synthetase (LdMetRS):v7. Dose response assay,F,BAO_0000019,assay format,Leishmania donovani,None,None,None,None,CHEMBL4105741,"Methionyl-tRNA synthetase, putative",Leishmania donovani (strain BPK282A1),SINGLE PROTEIN,CHEMBL3988442,33,Gates Library compound collection,,,None,0.4459670514174942
CHEMBL3485402,,0,348.41,0,3.19,DDD01256759,COc1cccc(-c2noc3c2CN(c2ncnc4c2CCC4)CC3)c1,PXC50,'<',4.0,,,,,,,,,,False,CHEMBL3988444,Leishmania donovani Methionine tRNA synthetase (LdMetRS):v7. Dose response assay,F,BAO_0000019,assay format,Leishmania donovani,None,None,None,None,CHEMBL4105741,"Methionyl-tRNA synthetase, putative",Leishmania donovani (strain BPK282A1),SINGLE PROTEIN,CHEMBL3988442,33,Gates Library compound collection,,,None,0.4459670514174942
CHEMBL3989064,,0,385.56,0,4.66,DDD01287143,CCC(CO)Nc1nc(CSc2ccccc2)nc2sc3c(c12)CCC3,PXC50,'<',4.0,,,,,,,,,,False,CHEMBL3988444,Leishmania donovani Methionine tRNA synthetase (LdMetRS):v7. Dose response assay,F,BAO_0000019,assay format,Leishmania donovani,None,None,None,None,CHEMBL4105741,"Methionyl-tRNA synthetase, putative",Leishmania donovani (strain BPK282A1),SINGLE PROTEIN,CHEMBL3988442,33,Gates Library compound collection,,,None,0.4459670514174942
CHEMBL3458857,,0,272.31,0,0.36,DDD01069816,NC(=O)C1CCN(c2cncc(-n3cccn3)n2)CC1,PXC50,'<',4.0,,,,,,,,,,False,CHEMBL3988444,Leishmania donovani Methionine tRNA synthetase (LdMetRS):v7. Dose response assay,F,BAO_0000019,assay format,Leishmania donovani,None,None,None,None,CHEMBL4105741,"Methionyl-tRNA synthetase, putative",Leishmania donovani (strain BPK282A1),SINGLE PROTEIN,CHEMBL3988442,33,Gates Library compound collection,,,None,0.4459670514174942
CHEMBL3988798,,0,483.62,0,-0.52,DDD01712467,CS(=O)(=O)N1CCN(c2ccc3ccc(C(=O)NCCN4CCS(=O)(=O)CC4)cn23)CC1,PXC50,'=',4.936,,,,,,,,,,False,CHEMBL3988444,Leishmania donovani Methionine tRNA synthetase (LdMetRS):v7. Dose response assay,F,BAO_0000019,assay format,Leishmania donovani,None,None,None,None,CHEMBL4105741,"Methionyl-tRNA synthetase, putative",Leishmania donovani (strain BPK282A1),SINGLE PROTEIN,CHEMBL3988442,33,Gates Library compound collection,,,None,0.2357061259342981
CHEMBL3491056,,0,321.43,0,3.11,DDD01298810,Cc1cnn(CC2CCCN2Cc2nc(C)c3ccccc3n2)c1,PXC50,'=',4.324,,,,,,,,,,False,CHEMBL3988444,Leishmania donovani Methionine tRNA synthetase (LdMetRS):v7. Dose response assay,F,BAO_0000019,assay format,Leishmania donovani,None,None,None,None,CHEMBL4105741,"Methionyl-tRNA synthetase, putative",Leishmania donovani (strain BPK282A1),SINGLE PROTEIN,CHEMBL3988442,33,Gates Library compound collection,,,None,0.3680805127604231
CHEMBL3989104,,0,312.3,0,2.67,DDD01714934,CN(CCO)c1ccnc(Nc2cccc(C(F)(F)F)c2)n1,PXC50,'=',5.376,,,,,,,,,,False,CHEMBL3988444,Leishmania donovani Methionine tRNA synthetase (LdMetRS):v7. Dose response assay,F,BAO_0000019,assay format,Leishmania donovani,None,None,None,None,CHEMBL4105741,"Methionyl-tRNA synthetase, putative",Leishmania donovani (strain BPK282A1),SINGLE PROTEIN,CHEMBL3988442,33,Gates Library compound collection,,,None,0.1503168093165364
CHEMBL3989014,,0,346.34,0,2.22,DDD01714207,Cn1ncc2c(N3CCOCC3)nc(Nc3ccc(F)c(F)c3)nc21,PXC50,'<',4.0,,,,,,,,,,False,CHEMBL3988444,Leishmania donovani Methionine tRNA synthetase (LdMetRS):v7. Dose response assay,F,BAO_0000019,assay format,Leishmania donovani,None,None,None,None,CHEMBL4105741,"Methionyl-tRNA synthetase, putative",Leishmania donovani (strain BPK282A1),SINGLE PROTEIN,CHEMBL3988442,33,Gates Library compound collection,,,None,0.4459670514174942
CHEMBL3484295,,0,324.38,0,4.22,DDD01255645,COc1ccc(Oc2nccc3occc23)cc1CN1CCCC1,PXC50,'=',4.095,,,,,,,,,,False,CHEMBL3988444,Leishmania donovani Methionine tRNA synthetase (LdMetRS):v7. Dose response assay,F,BAO_0000019,assay format,Leishmania donovani,None,None,None,None,CHEMBL4105741,"Methionyl-tRNA synthetase, putative",Leishmania donovani (strain BPK282A1),SINGLE PROTEIN,CHEMBL3988442,33,Gates Library compound collection,,,None,0.4224946952323522
CHEMBL1461433,,0,370.5,0,3.23,DDD00707085,O=C1CN(c2nc(-c3cccs3)nc3sc4c(c23)CCCC4)CCN1,PXC50,'<',4.0,,,,,,,,,,False,CHEMBL3988444,Leishmania donovani Methionine tRNA synthetase (LdMetRS):v7. Dose response assay,F,BAO_0000019,assay format,Leishmania donovani,None,None,None,None,CHEMBL4105741,"Methionyl-tRNA synthetase, putative",Leishmania donovani (strain BPK282A1),SINGLE PROTEIN,CHEMBL3988442,33,Gates Library compound collection,,,None,0.4459670514174942
CHEMBL3988774,,0,331.32,0,2.75,DDD01712322,CNS(=O)(=O)c1cccnc1Nc1cccc(C(F)(F)F)c1,PXC50,'<',4.0,,,,,,,,,,False,CHEMBL3988444,Leishmania donovani Methionine tRNA synthetase (LdMetRS):v7. Dose response assay,F,BAO_0000019,assay format,Leishmania donovani,None,None,None,None,CHEMBL4105741,"Methionyl-tRNA synthetase, putative",Leishmania donovani (strain BPK282A1),SINGLE PROTEIN,CHEMBL3988442,33,Gates Library compound collection,,,None,0.4459670514174942
CHEMBL3988735,,0,291.42,0,3.06,DDD01715014,Cc1nc(NCC(C)(C)O)c2c3c(sc2n1)CCCC3,PXC50,'<',4.0,,,,,,,,,,False,CHEMBL3988444,Leishmania donovani Methionine tRNA synthetase (LdMetRS):v7. Dose response assay,F,BAO_0000019,assay format,Leishmania donovani,None,None,None,None,CHEMBL4105741,"Methionyl-tRNA synthetase, putative",Leishmania donovani (strain BPK282A1),SINGLE PROTEIN,CHEMBL3988442,33,Gates Library compound collection,,,None,0.4459670514174942
CHEMBL3989217,,0,432.51,0,0.68,DDD01712392,Cc1noc(CCNC(=O)c2ccc3ccc(N4CCN(S(C)(=O)=O)CC4)n3c2)n1,PXC50,'=',4.912,,,,,,,,,,False,CHEMBL3988444,Leishmania donovani Methionine tRNA synthetase (LdMetRS):v7. Dose response assay,F,BAO_0000019,assay format,Leishmania donovani,None,None,None,None,CHEMBL4105741,"Methionyl-tRNA synthetase, putative",Leishmania donovani (strain BPK282A1),SINGLE PROTEIN,CHEMBL3988442,33,Gates Library compound collection,,,None,0.2405802216925435
CHEMBL1549744,,0,352.51,0,4.78,DDD00494549,CCNc1nc(CN2CCCCC2)nc2scc(-c3ccccc3)c12,PXC50,'<',4.0,,,,,,,,,,False,CHEMBL3988444,Leishmania donovani Methionine tRNA synthetase (LdMetRS):v7. Dose response assay,F,BAO_0000019,assay format,Leishmania donovani,None,None,None,None,CHEMBL4105741,"Methionyl-tRNA synthetase, putative",Leishmania donovani (strain BPK282A1),SINGLE PROTEIN,CHEMBL3988442,33,Gates Library compound collection,,,None,0.4459670514174942
CHEMBL3989233,,0,360.37,0,2.98,DDD01715166,Cn1ncc2c(NCC3CCCO3)nc(Nc3ccc(F)c(F)c3)nc21,PXC50,'=',4.933,,,,,,,,,,False,CHEMBL3988444,Leishmania donovani Methionine tRNA synthetase (LdMetRS):v7. Dose response assay,F,BAO_0000019,assay format,Leishmania donovani,None,None,None,None,CHEMBL4105741,"Methionyl-tRNA synthetase, putative",Leishmania donovani (strain BPK282A1),SINGLE PROTEIN,CHEMBL3988442,33,Gates Library compound collection,,,None,0.2363140902857837
CHEMBL3491758,,0,336.44,0,2.81,DDD01299513,Cc1nc(C)n(CC2CCCN2Cc2nc(C)c3ccccc3n2)n1,PXC50,'=',4.197,,,,,,,,,,False,CHEMBL3988444,Leishmania donovani Methionine tRNA synthetase (LdMetRS):v7. Dose response assay,F,BAO_0000019,assay format,Leishmania donovani,None,None,None,None,CHEMBL4105741,"Methionyl-tRNA synthetase, putative",Leishmania donovani (strain BPK282A1),SINGLE PROTEIN,CHEMBL3988442,33,Gates Library compound collection,,,None,0.397891428185931
CHEMBL3988686,,0,374.54,0,3.78,DDD00539266,Cc1sc2nc(-c3cccs3)nc(NCCN3CCOCC3)c2c1C,PXC50,'<',4.0,,,,,,,,,,False,CHEMBL3988444,Leishmania donovani Methionine tRNA synthetase (LdMetRS):v7. Dose response assay,F,BAO_0000019,assay format,Leishmania donovani,None,None,None,None,CHEMBL4105741,"Methionyl-tRNA synthetase, putative",Leishmania donovani (strain BPK282A1),SINGLE PROTEIN,CHEMBL3988442,33,Gates Library compound collection,,,None,0.4459670514174942
CHEMBL3988763,,0,372.54,0,3.47,DDD01285780,CC1CCc2c(sc3nc(CN4CCOCC4)nc(NCC4CC4)c23)C1,PXC50,'<',4.0,,,,,,,,,,False,CHEMBL3988444,Leishmania donovani Methionine tRNA synthetase (LdMetRS):v7. Dose response assay,F,BAO_0000019,assay format,Leishmania donovani,None,None,None,None,CHEMBL4105741,"Methionyl-tRNA synthetase, putative",Leishmania donovani (strain BPK282A1),SINGLE PROTEIN,CHEMBL3988442,33,Gates Library compound collection,,,None,0.4459670514174942
CHEMBL3988661,,0,266.3,0,-0.44,DDD01712699,Cn1ncc2c(NCCO)nc(NCCCO)nc21,PXC50,'<',4.0,,,,,,,,,,False,CHEMBL3988444,Leishmania donovani Methionine tRNA synthetase (LdMetRS):v7. Dose response assay,F,BAO_0000019,assay format,Leishmania donovani,None,None,None,None,CHEMBL4105741,"Methionyl-tRNA synthetase, putative",Leishmania donovani (strain BPK282A1),SINGLE PROTEIN,CHEMBL3988442,33,Gates Library compound collection,,,None,0.4459670514174942
CHEMBL3454591,,0,338.46,0,3.62,DDD01065498,CC1CCN(c2ccc(C(=O)N3CCCC3c3ccc[nH]3)cn2)CC1,PXC50,'=',4.487,,,,,,,,,,False,CHEMBL3988444,Leishmania donovani Methionine tRNA synthetase (LdMetRS):v7. Dose response assay,F,BAO_0000019,assay format,Leishmania donovani,None,None,None,None,CHEMBL4105741,"Methionyl-tRNA synthetase, putative",Leishmania donovani (strain BPK282A1),SINGLE PROTEIN,CHEMBL3988442,33,Gates Library compound collection,,,None,0.3310770855435385
CHEMBL3989205,,0,315.33,0,2.45,DDD01715464,COc1ccccc1NC(=O)Nc1cc(C(N)=O)ccc1OC,PXC50,'<',4.0,,,,,,,,,,False,CHEMBL3988444,Leishmania donovani Methionine tRNA synthetase (LdMetRS):v7. Dose response assay,F,BAO_0000019,assay format,Leishmania donovani,None,None,None,None,CHEMBL4105741,"Methionyl-tRNA synthetase, putative",Leishmania donovani (strain BPK282A1),SINGLE PROTEIN,CHEMBL3988442,33,Gates Library compound collection,,,None,0.4459670514174942
CHEMBL3472419,,0,353.37,0,3.77,DDD01243711,Cc1cc(C(F)(F)F)nc(CCNc2nc(C)nc3sccc23)n1,PXC50,'<',4.0,,,,,,,,,,False,CHEMBL3988444,Leishmania donovani Methionine tRNA synthetase (LdMetRS):v7. Dose response assay,F,BAO_0000019,assay format,Leishmania donovani,None,None,None,None,CHEMBL4105741,"Methionyl-tRNA synthetase, putative",Leishmania donovani (strain BPK282A1),SINGLE PROTEIN,CHEMBL3988442,33,Gates Library compound collection,,,None,0.4459670514174942
CHEMBL3988823,,0,348.36,0,2.83,DDD01715049,COCCCNc1nc(Nc2ccc(F)c(F)c2)nc2c1cnn2C,PXC50,'=',4.828,,,,,,,,,,False,CHEMBL3988444,Leishmania donovani Methionine tRNA synthetase (LdMetRS):v7. Dose response assay,F,BAO_0000019,assay format,Leishmania donovani,None,None,None,None,CHEMBL4105741,"Methionyl-tRNA synthetase, putative",Leishmania donovani (strain BPK282A1),SINGLE PROTEIN,CHEMBL3988442,33,Gates Library compound collection,,,None,0.2578291093020998
CHEMBL3989200,,0,483.6,0,1.21,DDD01715757,CS(=O)(=O)N1CCN(c2ccc3ccc(C(=O)NC4CCN(c5ncccn5)CC4)cn23)CC1,PXC50,'=',4.975,,,,,,,,,,False,CHEMBL3988444,Leishmania donovani Methionine tRNA synthetase (LdMetRS):v7. Dose response assay,F,BAO_0000019,assay format,Leishmania donovani,None,None,None,None,CHEMBL4105741,"Methionyl-tRNA synthetase, putative",Leishmania donovani (strain BPK282A1),SINGLE PROTEIN,CHEMBL3988442,33,Gates Library compound collection,,,None,0.2278360419268288
